ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type
2024-05-15 09:00:06,258.0,548,258.0,15,258.5,30,1
2024-05-15 09:00:06,258.5,2,258.0,11,258.5,31,1
2024-05-15 09:00:06,258.5,2,258.0,11,258.5,31,1
2024-05-15 09:00:06,258.5,5,258.0,11,258.5,31,1
2024-05-15 09:00:06,258.0,11,258.0,11,258.5,31,2
2024-05-15 09:00:06,258.5,10,258.0,11,258.5,31,1
2024-05-15 09:00:06,258.5,2,257.0,10,258.5,12,1
2024-05-15 09:00:07,257.0,3,257.0,7,258.5,10,2
2024-05-15 09:00:07,257.0,3,257.0,7,258.5,10,2
2024-05-15 09:00:07,258.0,2,257.0,7,258.5,10,2
2024-05-15 09:00:07,257.0,4,257.0,7,258.5,10,2
2024-05-15 09:00:07,256.5,10,257.0,7,258.5,10,2
2024-05-15 09:00:07,256.0,4,257.0,7,258.5,10,2
2024-05-15 09:00:07,257.5,1,256.0,27,258.0,1,1
2024-05-15 09:00:07,258.0,1,256.0,27,258.0,1,1
2024-05-15 09:00:07,258.0,1,256.0,27,258.0,1,1
2024-05-15 09:00:07,258.0,1,256.0,27,258.0,1,2
2024-05-15 09:00:07,257.0,1,256.0,27,258.0,1,2
2024-05-15 09:00:07,257.5,2,256.0,27,258.0,1,1
2024-05-15 09:00:07,257.5,2,256.0,27,258.0,1,2
2024-05-15 09:00:07,257.5,1,257.5,3,258.0,1,2
2024-05-15 09:00:08,258.0,2,258.0,8,258.5,7,2
2024-05-15 09:00:08,258.0,6,257.5,3,258.5,7,2
2024-05-15 09:00:08,258.5,1,258.0,10,258.5,6,1
2024-05-15 09:00:08,258.0,10,257.0,1,258.5,6,2
2024-05-15 09:00:08,258.5,1,257.5,2,258.5,12,1
2024-05-15 09:00:09,258.5,1,258.0,5,258.5,4,1
2024-05-15 09:00:09,258.0,2,258.0,5,258.5,4,2
2024-05-15 09:00:10,258.0,1,257.5,13,258.0,1,1
2024-05-15 09:00:10,258.0,2,258.0,3,258.5,4,2
2024-05-15 09:00:10,258.5,4,258.0,3,258.5,4,1
2024-05-15 09:00:10,259.0,1,258.0,3,258.5,4,1
2024-05-15 09:00:10,257.5,1,257.5,6,259.0,68,2
2024-05-15 09:00:10,258.5,1,258.5,3,259.0,68,2
2024-05-15 09:00:10,258.5,2,258.5,3,259.0,68,2
2024-05-15 09:00:10,259.0,2,257.5,5,259.0,66,1
2024-05-15 09:00:10,257.5,2,257.5,5,259.0,66,2
2024-05-15 09:00:11,259.0,1,257.5,5,259.0,66,1
2024-05-15 09:00:11,258.5,1,258.5,9,259.0,65,2
2024-05-15 09:00:11,258.5,8,258.5,8,259.0,65,2
2024-05-15 09:00:11,259.0,2,258.0,6,259.0,63,1
2024-05-15 09:00:11,258.0,5,258.0,6,259.0,63,2
2024-05-15 09:00:11,259.0,2,258.0,3,259.0,61,1
2024-05-15 09:00:12,258.0,2,258.0,2,259.0,61,2
2024-05-15 09:00:12,258.0,1,258.0,3,259.0,61,2
2024-05-15 09:00:12,258.5,1,258.0,3,258.5,1,1
2024-05-15 09:00:12,258.5,3,258.0,3,258.5,1,2
2024-05-15 09:00:12,259.0,2,258.5,26,259.0,59,1
2024-05-15 09:00:13,259.0,1,258.5,26,259.0,58,1
2024-05-15 09:00:13,258.5,26,258.0,3,259.0,58,2
2024-05-15 09:00:13,259.0,1,258.0,8,259.0,57,1
2024-05-15 09:00:14,258.0,1,258.0,9,258.5,4,2
