ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type
2024-06-11 09:00:05,332.0,435,331.5,2,332.0,37,1
2024-06-11 09:00:05,332.0,6,331.5,2,332.0,31,1
2024-06-11 09:00:05,332.0,6,331.5,2,332.0,25,1
2024-06-11 09:00:05,332.0,25,331.0,15,332.5,3,1
2024-06-11 09:00:05,332.5,2,331.0,15,332.5,2,1
2024-06-11 09:00:05,332.5,5,331.0,11,332.5,5,1
2024-06-11 09:00:05,333.0,5,331.0,11,332.5,5,1
2024-06-11 09:00:05,333.0,1,331.0,11,333.0,74,1
2024-06-11 09:00:05,333.0,2,331.0,12,333.0,71,1
2024-06-11 09:00:07,333.0,1,331.5,7,333.0,71,1
2024-06-11 09:00:07,333.0,10,331.5,7,333.0,60,1
2024-06-11 09:00:07,331.5,2,331.5,5,333.0,60,2
2024-06-11 09:00:07,331.5,1,331.5,4,333.0,60,2
2024-06-11 09:00:07,333.0,1,331.5,4,333.0,59,1
2024-06-11 09:00:07,333.0,1,331.5,6,333.0,58,1
2024-06-11 09:00:08,333.0,1,331.5,6,333.0,57,1
2024-06-11 09:00:09,333.0,1,331.5,7,333.0,56,1
2024-06-11 09:00:09,331.5,5,331.5,2,333.0,56,2
2024-06-11 09:00:09,333.0,2,331.5,4,333.0,55,1
2024-06-11 09:00:10,332.5,1,331.5,4,333.0,55,1
2024-06-11 09:00:10,333.0,10,332.0,5,333.0,45,1
2024-06-11 09:00:10,333.0,1,332.0,5,333.0,44,1
2024-06-11 09:00:11,333.0,24,332.0,8,333.0,20,1
2024-06-11 09:00:11,333.0,2,332.0,9,333.0,18,1
2024-06-11 09:00:11,333.0,2,332.5,1,333.0,16,1
2024-06-11 09:00:11,333.0,2,332.5,1,333.0,14,1
2024-06-11 09:00:11,333.0,2,332.5,1,333.0,12,1
2024-06-11 09:00:11,333.0,12,332.5,1,333.5,38,1
2024-06-11 09:00:11,333.0,1,333.0,1,333.5,38,1
2024-06-11 09:00:11,333.5,38,333.0,1,334.0,30,1
2024-06-11 09:00:11,333.5,1,333.0,1,334.0,30,1
2024-06-11 09:00:11,334.0,30,333.0,1,334.5,71,1
2024-06-11 09:00:12,333.5,2,332.0,7,332.5,15,2
2024-06-11 09:00:12,333.0,5,332.0,7,332.5,15,2
2024-06-11 09:00:12,332.5,3,332.0,7,332.5,15,2
2024-06-11 09:00:12,332.0,1,332.0,6,332.5,15,2
