ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type
2024-04-16 09:00:12,210.5,76,210.0,60,210.5,22,1
2024-04-16 09:00:12,210.5,4,210.0,60,210.5,18,1
2024-04-16 09:00:12,210.5,4,210.0,60,210.5,14,1
2024-04-16 09:00:12,210.5,6,210.0,60,210.5,8,1
2024-04-16 09:00:12,210.5,2,210.0,60,210.5,6,1
2024-04-16 09:00:13,210.5,6,210.0,60,211.0,3,1
2024-04-16 09:00:13,211.0,3,210.0,60,211.0,3,1
2024-04-16 09:00:16,210.0,1,210.0,59,211.0,3,2
2024-04-16 09:00:20,210.0,1,210.0,59,211.0,4,2
2024-04-16 09:00:20,211.0,4,210.0,59,211.0,4,1
2024-04-16 09:00:23,211.0,4,210.0,65,211.0,2,1
2024-04-16 09:00:24,211.0,1,211.0,3,211.5,4,1
2024-04-16 09:00:25,211.0,2,211.0,1,211.5,4,2
2024-04-16 09:00:26,211.0,1,210.5,4,211.5,5,2
2024-04-16 09:00:29,211.0,1,211.0,1,211.5,5,1
2024-04-16 09:00:34,211.5,1,211.0,13,211.5,7,1
2024-04-16 09:00:39,211.5,1,211.0,18,211.5,8,1
2024-04-16 09:00:40,211.5,1,211.0,19,211.5,7,1
2024-04-16 09:00:40,211.5,1,211.0,19,211.5,6,1
2024-04-16 09:00:41,211.5,2,211.0,19,211.5,6,1
2024-04-16 09:00:41,211.5,1,211.0,19,211.5,5,1
2024-04-16 09:00:43,211.5,1,211.0,21,211.5,6,1
2024-04-16 09:00:43,211.5,1,211.0,21,211.5,5,1
2024-04-16 09:00:44,211.5,1,211.0,20,211.5,7,1
2024-04-16 09:00:44,211.5,7,211.5,3,212.0,14,1
2024-04-16 09:00:44,211.5,2,211.5,1,212.0,14,2
2024-04-16 09:00:44,211.5,1,211.0,20,212.0,14,2
2024-04-16 09:00:45,211.5,1,211.5,1,212.0,22,2
2024-04-16 09:00:45,211.0,21,210.5,11,211.5,7,2
2024-04-16 09:00:48,210.5,5,210.5,3,211.0,11,2
2024-04-16 09:00:48,210.5,3,210.0,71,211.0,11,2
2024-04-16 09:00:50,210.5,1,210.0,71,211.0,11,1
2024-04-16 09:00:51,210.5,1,210.0,71,210.5,17,1
2024-04-16 09:00:53,210.5,10,210.0,71,210.5,7,1
2024-04-16 09:00:55,210.5,8,210.5,12,211.0,3,1
2024-04-16 09:00:55,210.5,1,210.5,11,211.0,4,2
2024-04-16 09:01:01,210.5,1,210.5,26,211.0,24,2
2024-04-16 09:01:02,210.5,4,210.5,28,211.0,24,2
2024-04-16 09:01:03,210.5,24,210.0,72,211.0,24,2
2024-04-16 09:01:05,210.5,1,210.0,72,210.5,4,1
2024-04-16 09:01:06,210.5,3,210.0,72,210.5,2,1
2024-04-16 09:01:08,210.0,32,210.0,40,210.5,2,2
2024-04-16 09:01:08,210.0,1,210.0,39,210.5,3,2
2024-04-16 09:01:08,210.0,5,210.0,34,210.5,3,2
2024-04-16 09:01:08,210.0,34,210.0,40,210.5,3,2
2024-04-16 09:01:08,209.5,1,209.5,1,210.0,2,2
2024-04-16 09:01:08,209.5,1,209.0,13,210.0,5,2
2024-04-16 09:01:08,209.5,1,209.0,13,210.0,14,1
2024-04-16 09:01:08,210.0,1,209.0,15,210.0,9,1
2024-04-16 09:01:08,210.0,4,209.0,23,210.5,8,1
2024-04-16 09:01:09,210.0,2,209.5,21,210.5,1,1
2024-04-16 09:01:09,210.5,1,209.5,21,210.5,1,1
2024-04-16 09:01:09,211.0,1,210.0,14,211.0,5,1
2024-04-16 09:01:10,210.5,1,210.5,30,211.0,4,2
2024-04-16 09:01:10,211.0,4,210.5,29,211.0,4,1
2024-04-16 09:01:10,210.5,1,210.5,29,211.5,11,2
2024-04-16 09:01:10,210.5,1,210.5,28,211.5,11,2
2024-04-16 09:01:11,210.5,1,210.5,27,211.5,11,2
2024-04-16 09:01:14,211.0,1,211.0,2,211.5,13,2
2024-04-16 09:01:18,211.5,13,211.0,4,212.0,11,1
2024-04-16 09:01:19,212.0,3,211.0,4,212.0,10,1
2024-04-16 09:01:19,212.0,7,211.0,4,212.0,10,1
2024-04-16 09:01:20,211.5,1,211.5,9,212.5,8,2
2024-04-16 09:01:26,212.5,6,212.0,8,213.0,13,1
2024-04-16 09:01:29,213.0,1,212.0,13,213.0,16,1
2024-04-16 09:01:30,213.0,10,212.5,7,213.0,6,1
2024-04-16 09:01:30,213.0,6,212.5,7,213.5,6,1
2024-04-16 09:01:30,213.5,6,213.0,7,214.0,22,1
2024-04-16 09:01:33,214.0,1,212.5,7,214.0,31,1
2024-04-16 09:01:33,213.5,1,212.5,6,214.0,30,1
2024-04-16 09:01:33,212.5,6,212.5,8,213.5,1,2
2024-04-16 09:01:34,212.5,2,212.5,4,213.5,4,2
2024-04-16 09:01:34,213.5,1,212.5,6,214.0,30,1
2024-04-16 09:01:34,213.5,1,212.5,6,213.5,5,1
2024-04-16 09:01:34,213.5,1,213.0,1,213.5,5,1
2024-04-16 09:01:35,213.0,1,213.0,1,213.5,5,2
2024-04-16 09:01:35,213.5,1,213.0,1,213.5,9,1
2024-04-16 09:01:35,213.5,1,213.0,1,213.5,10,1
2024-04-16 09:01:36,213.5,1,213.0,2,213.5,10,1
2024-04-16 09:01:37,213.5,1,213.0,2,213.5,9,1
2024-04-16 09:01:38,213.5,1,213.0,2,213.5,9,1
2024-04-16 09:01:39,213.5,1,213.0,4,213.5,8,1
2024-04-16 09:01:40,213.5,1,213.0,5,213.5,5,1
2024-04-16 09:01:42,213.5,1,213.0,7,213.5,5,1
2024-04-16 09:01:42,213.5,4,213.0,7,213.5,5,1
2024-04-16 09:01:42,213.5,1,213.0,7,214.0,31,2
2024-04-16 09:01:42,213.5,1,213.0,7,213.5,1,2
2024-04-16 09:01:43,213.5,1,213.0,7,213.5,4,1
2024-04-16 09:01:43,213.5,1,213.0,7,213.5,3,1
2024-04-16 09:01:45,213.5,3,213.5,1,214.0,24,1
2024-04-16 09:01:45,213.5,1,213.0,10,214.0,24,2
2024-04-16 09:01:45,213.5,1,213.0,10,213.5,9,1
2024-04-16 09:01:47,213.5,2,213.0,9,213.5,11,1
2024-04-16 09:01:48,213.5,5,213.0,9,213.5,6,1
2024-04-16 09:01:48,213.5,3,213.0,9,213.5,6,1
2024-04-16 09:01:49,213.5,6,213.5,1,214.0,24,1
2024-04-16 09:01:49,213.5,1,213.0,10,214.0,26,2
2024-04-16 09:01:50,214.0,4,213.0,10,214.0,21,1
2024-04-16 09:01:52,213.5,5,213.5,1,214.0,22,2
2024-04-16 09:01:52,213.5,1,213.0,15,214.0,24,2
2024-04-16 09:01:52,213.0,14,213.0,15,214.0,24,2
2024-04-16 09:01:53,213.0,3,212.5,6,213.0,4,1
2024-04-16 09:01:55,213.0,1,212.5,7,213.0,3,1
2024-04-16 09:01:56,213.0,1,212.5,8,213.0,2,1
2024-04-16 09:01:57,213.0,1,212.5,9,213.0,2,1
2024-04-16 09:01:57,213.0,1,212.5,9,213.0,3,1
2024-04-16 09:01:57,213.0,1,212.5,9,213.0,1,1
2024-04-16 09:01:57,213.0,1,213.0,1,213.5,11,1
2024-04-16 09:01:58,213.0,1,212.5,9,213.5,15,2
2024-04-16 09:01:59,213.5,1,213.0,1,213.5,14,1
2024-04-16 09:01:59,213.0,1,212.5,9,213.5,14,2
2024-04-16 09:02:02,213.0,1,212.5,6,213.0,10,1
2024-04-16 09:02:03,212.5,1,212.5,5,213.0,9,2
2024-04-16 09:02:04,213.0,1,212.5,11,213.0,16,1
2024-04-16 09:02:05,213.0,10,212.5,11,213.0,5,1
2024-04-16 09:02:06,213.0,5,212.5,14,213.5,13,1
2024-04-16 09:02:07,213.0,1,213.0,6,213.5,8,2
2024-04-16 09:02:08,213.5,1,213.0,8,213.5,6,1
2024-04-16 09:02:09,213.5,1,213.0,11,213.5,4,1
2024-04-16 09:02:11,213.0,1,213.0,11,213.5,6,2
2024-04-16 09:02:11,213.5,1,213.0,11,213.5,5,1
2024-04-16 09:02:11,213.5,3,213.0,11,213.5,2,1
2024-04-16 09:02:12,213.5,1,213.0,11,213.5,1,1
2024-04-16 09:02:12,213.5,1,213.0,12,214.0,21,1
2024-04-16 09:02:15,213.5,1,213.0,16,214.0,21,1
2024-04-16 09:02:16,213.5,3,213.0,21,214.0,22,2
2024-04-16 09:02:18,213.5,1,213.5,2,214.0,23,1
2024-04-16 09:02:18,213.5,2,213.0,20,214.0,23,2
2024-04-16 09:02:19,213.5,3,213.0,21,213.5,2,1
